,0,1,2,3
0,124.1306466,58.50366891,-39.74054198, zy
1,124.7513557,60.24785006,-40.98824753, zy
2,127.3822585,59.91462361,-41.72964187, zy
3,122.4706499,57.63279856,-33.75168363, zy
4,133.7198625,61.89257716,-37.78792538, early2cell
5,131.2794299,60.8842449,-39.00488838, early2cell
6,131.516498,60.89298224,-39.18517339, early2cell
7,131.7763021,61.7896217,-37.97553424, early2cell
8,133.1338145,60.8508213,-35.2236676, early2cell
9,131.7389687,58.54247569,-36.95501047, early2cell
10,133.1888822,60.14480265,-32.01660628, early2cell
11,135.1675646,48.3544591,-24.24131482, early2cell
12,104.0180313,-16.17203399,33.91734018, mid2cell
13,107.7547976,-14.64968111,37.88035317, mid2cell
14,103.9421313,-14.76249305,35.29621622, mid2cell
15,104.0332532,-10.86124279,37.91515569, mid2cell
16,105.6082364,-20.7228945,37.41177381, mid2cell
17,98.12622612,-16.88068402,40.34335948, mid2cell
18,102.140536,-23.05923825,37.00937807, mid2cell
19,104.9584385,-19.14626592,30.5441382, mid2cell
20,115.1321026,14.10598054,22.05961778, mid2cell
21,115.8022698,7.874474467,21.93236601, mid2cell
22,111.9967197,-18.30298399,33.83722119, mid2cell
23,110.5684443,-20.37786903,32.56532794, mid2cell
24,73.71511593,-31.55449683,19.28109955, late2cell
25,68.39499118,-37.22849978,22.22180056, late2cell
26,90.99120756,-25.62239928,45.34313644, late2cell
27,79.70891692,-31.03779909,34.82356978, late2cell
28,68.4675296,-36.02533827,29.77947298, late2cell
29,79.73500938,-35.37206455,44.48096242, late2cell
30,84.32556583,-33.40703715,38.81650434, late2cell
31,76.02327564,-34.90130504,29.76813177, late2cell
32,65.13369581,-42.64096276,29.58591442, late2cell
33,74.78936851,-36.08052951,32.07079183, late2cell
34,46.10697563,-51.10484314,6.725296569, 4cell
35,33.08264506,-48.46047246,7.191996158, 4cell
36,33.48529008,-50.21045153,5.930598539, 4cell
37,41.46251231,-50.83729809,9.093155034, 4cell
38,23.17133865,-46.97644198,0.098696527, 4cell
39,24.76103527,-46.88672882,-7.52043123, 4cell
40,19.01288061,-44.95306788,-1.616131643, 4cell
41,26.79545376,-42.14021314,-5.202179475, 4cell
42,28.46140257,-44.03600875,-3.45684985, 4cell
43,28.68874186,-46.21198057,-7.524377232, 4cell
44,23.39997894,-43.81211444,-8.484538271, 4cell
45,32.29688093,-49.2247058,4.429675059, 4cell
46,36.10156569,-52.89670729,6.834100959, 4cell
47,30.94676868,-51.08187099,9.497563095, 4cell
48,-11.34174161,-31.37573087,-8.87768802, 8cell
49,-10.12546685,-29.0731808,-16.21032479, 8cell
50,-5.8777241,-25.96300305,-13.94292153, 8cell
51,-7.115898263,-31.49604496,-14.2268837, 8cell
52,4.498365454,1.822387402,-14.53535182, 8cell
53,-8.257601738,-30.14333862,-15.40330386, 8cell
54,-6.47036107,-30.58027938,-11.91484096, 8cell
55,-8.176931114,-37.20619671,-16.25925089, 8cell
56,-8.902453934,-36.74151512,-19.43501031, 8cell
57,-11.00169967,-33.36602826,-19.618031, 8cell
58,-7.661567229,-28.03465726,-20.28565244, 8cell
59,-6.495715695,-36.66148493,-18.34720057, 8cell
60,-8.221664411,-30.41846851,-16.97550258, 8cell
61,-4.236588729,-28.7763972,-17.47847796, 8cell
62,-7.823394112,-38.11950254,-13.50192616, 8cell
63,-7.151975267,-29.66410355,-12.15484247, 8cell
64,-11.17074713,-37.11659805,-11.19154528, 8cell
65,-6.499057743,-33.58140841,-15.33236814, 8cell
66,-8.886848523,-31.64087166,-13.47144933, 8cell
67,-6.396031509,-33.80261289,-9.062069156, 8cell
68,-5.740552788,-32.9744411,-13.54956222, 8cell
69,-6.968599712,-26.83199087,-20.4297941, 8cell
70,-6.044107622,-26.05122803,-21.11260691, 8cell
71,-5.631767675,-29.03160684,-21.28757266, 8cell
72,-4.079159791,-28.72008062,-17.63950121, 8cell
73,-6.83305822,-31.12260918,-14.42412792, 8cell
74,-9.296787213,-31.40858316,-18.95546734, 8cell
75,-8.390539497,-32.96736608,-15.92056796, 8cell
76,-19.18247412,-23.10387766,-8.937732222, 16cell
77,-14.38067714,-18.00724777,-18.60308778, 16cell
78,-17.26525404,-18.69596309,-14.40443097, 16cell
79,-16.17116383,-16.424743,-17.46809687, 16cell
80,-36.92379192,-21.61095396,21.48512403, 16cell
81,-16.00751832,-23.65483201,-16.22783789, 16cell
82,-14.82322889,-24.40493066,-17.55026993, 16cell
83,-17.69580748,-18.41895995,-12.01691306, 16cell
84,-19.89614979,-19.97539786,-16.20561372, 16cell
85,-22.7338358,-22.51952665,-15.88616732, 16cell
86,-17.53357906,-24.43152462,-1.856090106, 16cell
87,-21.22188571,-19.88985145,-10.50660177, 16cell
88,-13.65022719,-25.33343216,-14.78520057, 16cell
89,-16.84219621,-21.60259939,-17.55238253, 16cell
90,-14.53358316,-22.8483226,-21.66188851, 16cell
91,-16.31276234,-18.87564985,-18.28561328, 16cell
92,-17.90945909,-23.6373774,-16.77361749, 16cell
93,-29.44009281,-22.71399464,13.47963646, 16cell
94,-20.24559794,-22.27427006,-4.153259928, 16cell
95,-13.57309362,-27.63107363,-14.68567112, 16cell
96,-11.56379755,-25.99872644,-20.11329312, 16cell
97,-11.72496238,-24.66362222,-18.1866632, 16cell
98,-16.95907766,-23.45707284,-18.7604923, 16cell
99,-13.44500856,-20.67540596,-20.2532236, 16cell
100,-14.71938888,-24.70662816,-8.587696937, 16cell
101,-19.6871107,-30.02156906,2.207572156, 16cell
102,-21.51787152,-29.67763148,-6.012834252, 16cell
103,-14.37537694,-25.75743525,-17.72498807, 16cell
104,-15.90636475,-29.48817451,-14.65727896, 16cell
105,-16.85594228,-29.67600939,-15.75942823, 16cell
106,-18.17721442,-26.52850689,-14.91093141, 16cell
107,-18.36140172,-27.4241406,-14.53227989, 16cell
108,59.68678271,40.147546,39.70372072, 16cell
109,-22.79773138,-29.17536517,6.607032545, 16cell
110,-26.77945531,-25.82200152,17.54863365, 16cell
111,-18.43252709,-24.20451874,-11.99385798, 16cell
112,-10.00103575,-28.95161835,-13.92360167, 16cell
113,-7.740946674,-26.97188715,-17.53719937, 16cell
114,-14.46725891,-27.54013503,-10.5211953, 16cell
115,-9.163164112,-29.17828798,-14.07082231, 16cell
116,-7.405931414,-27.57207827,-15.38879962, 16cell
117,-10.26299117,-26.91150526,-14.68202922, 16cell
118,-8.687806048,-31.75895838,-12.23729631, 16cell
119,-12.09367647,-32.95638754,-10.63934919, 16cell
120,-13.47962568,-29.79390738,-14.79566716, 16cell
121,-11.59159839,-28.26262159,-16.49940909, 16cell
122,-9.630095075,-35.94619949,-12.582473, 16cell
123,-12.14802074,-34.66099068,-9.153272658, 16cell
124,-9.424713699,-28.24970122,-12.82265196, 16cell
125,-13.48176725,-32.26394473,-16.02362749, 16cell
126,-23.68172514,17.92599254,7.242720458, earlyblast
127,-16.86037311,18.65175415,-3.964661478, earlyblast
128,-23.62329242,16.64011729,-6.0427826, earlyblast
129,-40.31971651,14.98250397,35.89186347, earlyblast
130,-19.5518384,14.8925617,7.318823657, earlyblast
131,-36.91066857,11.97345938,32.08551856, earlyblast
132,-18.52998567,15.38565527,0.749353812, earlyblast
133,-23.78997653,13.49698068,-3.060057936, earlyblast
134,-25.41200727,16.37492891,2.567354609, earlyblast
135,-20.32780913,14.61126081,-4.510638825, earlyblast
136,-23.07676169,18.49229645,9.180351242, earlyblast
137,-24.59047731,13.51846199,-1.248277175, earlyblast
138,-34.28549315,16.23645455,24.78083441, earlyblast
139,-29.78877635,11.96901824,1.055635591, earlyblast
140,-32.49196499,14.03510596,4.328969963, earlyblast
141,-29.82305558,20.91473342,20.22426193, earlyblast
142,-18.36403351,17.42885622,-12.72561632, earlyblast
143,-18.76301332,16.04059183,-12.33499534, earlyblast
144,-21.29048825,13.5577969,-6.198308913, earlyblast
145,-19.23122283,19.64037626,-8.223463395, earlyblast
146,-27.48517419,12.73538549,11.97212097, earlyblast
147,-27.90326824,15.26430962,-2.627463687, earlyblast
148,-27.02977707,15.03587162,-0.644201454, earlyblast
149,-32.08605069,13.59010568,14.92103017, earlyblast
150,-23.38793743,18.715353,-2.630765307, earlyblast
151,-40.31848456,16.74761472,30.25351301, earlyblast
152,-39.93804611,13.11684051,12.34650969, earlyblast
153,-17.84684846,18.53722113,-10.69348953, earlyblast
154,-33.96116779,14.4480475,27.41209136, earlyblast
155,-18.8358477,13.59422195,-5.985319625, earlyblast
156,-25.17186432,15.84341587,3.463677104, earlyblast
157,-25.45147389,20.48709395,-1.46684849, earlyblast
158,-23.65736116,19.82569129,-4.205590355, earlyblast
159,-16.5446192,19.74726094,-10.92414592, earlyblast
160,-26.59547164,13.37779125,-3.191496687, earlyblast
161,-18.84175717,18.27827237,-6.690973307, earlyblast
162,-25.609359,13.20714577,-2.816031435, earlyblast
163,-14.14139404,16.68068622,-10.99922265, earlyblast
164,-23.52170849,15.71738493,-6.27806324, earlyblast
165,-39.73445255,14.73661298,27.31358581, earlyblast
166,-25.19671519,14.74454484,20.79065817, earlyblast
167,-32.68872148,16.69028811,23.74551504, earlyblast
168,-17.88759973,14.93926645,-0.898265895, earlyblast
169,-26.02575498,24.39180226,20.67757451, midblast
170,-16.46413679,27.72239895,1.569770772, midblast
171,-21.36981344,23.22239955,5.669306147, midblast
172,-18.30371118,26.02885294,1.827284522, midblast
173,-18.79138657,26.43981619,0.448639741, midblast
174,-22.61907265,26.20602704,5.773855766, midblast
175,-21.27250928,26.04572759,5.945217569, midblast
176,-21.11081471,25.76970427,3.958711065, midblast
177,-20.7476727,25.92363844,3.469718786, midblast
178,-24.45421739,21.79728031,8.146645294, midblast
179,-24.64387054,15.59090249,10.51972419, midblast
180,-28.63308538,22.02668027,22.31337516, midblast
181,-27.12921584,23.14981644,29.66413128, midblast
182,-21.89426223,19.77470137,-3.700346907, midblast
183,-27.88196162,26.29012706,20.1082028, midblast
184,-17.91094489,22.46117337,-5.54409964, midblast
185,-27.84247295,28.99444501,11.88755979, midblast
186,-23.51725592,21.0870535,43.57191327, midblast
187,-21.84839674,13.24148596,-2.150691264, midblast
188,-18.76994066,10.75326326,7.655857563, midblast
189,-29.65371148,13.60313516,6.416026624, midblast
190,-14.68508764,17.31837044,-8.954055138, midblast
191,-14.18527958,15.30642012,-11.78766411, midblast
192,-13.95998961,17.57865233,-10.31540051, midblast
193,-17.5070586,12.58912429,-7.731167692, midblast
194,-15.71820676,13.35374401,-16.12949151, midblast
195,-15.39149451,14.34518567,-13.01043979, midblast
196,-10.5446398,17.38085348,-12.80612485, midblast
197,-22.65900082,8.437168294,-6.913005746, midblast
198,-23.82884733,16.45365739,7.520440013, midblast
199,-22.15040726,4.689498208,-5.445787438, midblast
200,-23.9733465,9.876202123,-3.179165237, midblast
201,-19.0245529,12.26624769,-7.816588708, midblast
202,-21.25628786,5.593321782,-8.58751063, midblast
203,-15.72790849,17.22336518,-1.653198762, midblast
204,9.912677866,27.62597955,-11.77637566, midblast
205,-18.3296272,6.592303767,-8.494738006, midblast
206,-15.1757218,13.54140415,-8.162527412, midblast
207,-24.92994636,17.11250699,-0.004667269, midblast
208,-21.78219657,18.35417659,-3.999317805, midblast
209,-24.43978602,14.76563658,2.107905489, midblast
210,-26.41266601,15.35777015,-3.525723872, midblast
211,-25.76651349,18.56826261,6.061600322, midblast
212,-30.91270029,17.9026142,22.12076753, midblast
213,-23.40502084,14.79555589,-6.517760942, midblast
214,-21.48474855,19.24812307,-6.202463275, midblast
215,-45.5931215,17.11677725,49.85671023, midblast
216,-23.38542854,17.60861374,-2.196898697, midblast
217,-23.41200608,20.5378477,-2.302929088, midblast
218,-22.03918096,12.44358121,-2.219922438, midblast
219,-22.35690933,20.4442458,19.94291224, midblast
220,-19.60793127,14.3833958,-2.420362105, midblast
221,-22.10215913,20.09699966,-3.801503106, midblast
222,-16.68324669,22.09046349,-0.800601935, midblast
223,-19.76018737,22.72734312,-3.295710263, midblast
224,-20.76483424,14.96961971,-5.597151219, midblast
225,-18.43500035,17.24796998,-8.269326072, midblast
226,-18.45379024,19.49680397,-4.689821067, midblast
227,-16.76932431,25.1160216,-0.464077946, midblast
228,-24.74682285,13.70285154,22.05928281, midblast
229,-21.78389695,29.36654471,4.82185349, lateblast
230,-21.05604717,30.2426696,4.425438991, lateblast
231,-31.52765962,29.6484049,18.99906874, lateblast
232,-29.18665155,20.12563018,16.54633894, lateblast
233,-22.51860524,30.3369794,7.452281751, lateblast
234,-33.89605415,28.23638012,12.41882388, lateblast
235,-32.60864565,11.35398837,49.20448256, lateblast
236,-26.65718959,26.29671187,8.298916845, lateblast
237,-26.85885138,27.42448441,7.801179008, lateblast
238,-31.18255621,27.55050576,8.735312986, lateblast
239,-28.52226313,23.56847412,14.94278428, lateblast
240,-18.58584917,25.8899629,3.856862502, lateblast
241,-19.69452775,27.67641094,1.230458164, lateblast
242,-25.62173039,26.31462618,5.19421838, lateblast
243,-28.13907802,27.81858555,11.95117422, lateblast
244,-37.87286598,18.4684294,24.0645027, lateblast
245,-28.85340049,19.82794595,26.11240759, lateblast
246,-14.05015566,18.53542827,-7.272437716, lateblast
247,-22.24735886,26.45167206,9.095448664, lateblast
248,-12.84153155,19.34107866,-8.24967087, lateblast
249,-26.33529218,24.61570722,25.41666578, lateblast
250,-19.12500159,22.66239812,19.3806452, lateblast
251,-27.74037796,29.95203029,19.84127691, lateblast
252,-10.78981855,26.04213235,-4.075228321, lateblast
253,-16.80308382,25.07774278,2.094861699, lateblast
254,-22.72191701,26.23289946,13.25031664, lateblast
255,-30.82562389,27.22353123,23.50541601, lateblast
256,-29.39016793,23.21924577,28.10008725, lateblast
257,-14.61124874,22.4342291,-1.630805975, lateblast
258,-20.63069485,21.71302488,2.54008152, lateblast